image,category,label
ISIC_0032319,NV,0
ISIC_0065333,NV,0
ISIC_0015603_downsampled,NV,0
ISIC_0027426,NV,0
ISIC_0011213,NV,0
ISIC_0068697,NV,0
ISIC_0029757,NV,0
ISIC_0064125,NV,0
ISIC_0054944,NV,0
ISIC_0059587,NV,0
ISIC_0026331,NV,0
ISIC_0056884,NV,0
ISIC_0012844_downsampled,NV,0
ISIC_0031668,NV,0
ISIC_0058896,NV,0
ISIC_0027390,NV,0
ISIC_0031621,NV,0
ISIC_0067538,NV,0
ISIC_0060705,NV,0
ISIC_0059933,NV,0
ISIC_0010186,NV,0
ISIC_0025834,NV,0
ISIC_0055581,NV,0
ISIC_0010044,NV,0
ISIC_0032386,NV,0
ISIC_0025614,NV,0
ISIC_0032865,NV,0
ISIC_0033007,NV,0
ISIC_0030091,NV,0
ISIC_0012221_downsampled,NV,0
ISIC_0031486,NV,0
ISIC_0005247_downsampled,NV,0
ISIC_0032735,NV,0
ISIC_0024789,NV,0
ISIC_0013425_downsampled,NV,0
ISIC_0014433_downsampled,NV,0
ISIC_0030169,NV,0
ISIC_0060982,NV,0
ISIC_0055853,NV,0
ISIC_0025714,NV,0
ISIC_0057512,NV,0
ISIC_0031361,NV,0
ISIC_0010356,NV,0
ISIC_0032172,NV,0
ISIC_0029369,NV,0
ISIC_0013971_downsampled,NV,0
ISIC_0024387,NV,0
ISIC_0000249,NV,0
ISIC_0007475_downsampled,NV,0
ISIC_0031264,NV,0
ISIC_0062113,NV,0
ISIC_0027391,NV,0
ISIC_0061421,NV,0
ISIC_0028991,NV,0
ISIC_0059221,NV,0
ISIC_0061082,NV,0
ISIC_0067463,NV,0
ISIC_0069676,NV,0
ISIC_0060592,NV,0
ISIC_0054586,NV,0
ISIC_0067219,NV,0
ISIC_0055601,NV,0
ISIC_0027400,NV,0
ISIC_0063337,NV,0
ISIC_0071842,NV,0
ISIC_0029703,NV,0
ISIC_0054418,NV,0
ISIC_0056129,NV,0
ISIC_0032595,NV,0
ISIC_0000455_downsampled,NV,0
ISIC_0061212,NV,0
ISIC_0066130,NV,0
ISIC_0072878,NV,0
ISIC_0025294,NV,0
ISIC_0029009,NV,0
ISIC_0028476,NV,0
ISIC_0034109,NV,0
ISIC_0028047,NV,0
ISIC_0030212,NV,0
ISIC_0062785,NV,0
ISIC_0062268,NV,0
ISIC_0025527,NV,0
ISIC_0026651,NV,0
ISIC_0031661,NV,0
ISIC_0028436,NV,0
ISIC_0032541,NV,0
ISIC_0028067,NV,0
ISIC_0014803_downsampled,NV,0
ISIC_0028157,NV,0
ISIC_0055726,NV,0
ISIC_0062701,NV,0
ISIC_0053803,NV,0
ISIC_0034114,NV,0
ISIC_0067445,NV,0
ISIC_0056351,NV,0
ISIC_0028766,NV,0
ISIC_0013600_downsampled,NV,0
ISIC_0026426,NV,0
ISIC_0030941,NV,0
ISIC_0000228,NV,0
ISIC_0055640,NV,0
ISIC_0060312,NV,0
ISIC_0070069,NV,0
ISIC_0062107,NV,0
ISIC_0060753,NV,0
ISIC_0010481,NV,0
ISIC_0033988,NV,0
ISIC_0059373,NV,0
ISIC_0009909,NV,0
ISIC_0034158,NV,0
ISIC_0073222,NV,0
ISIC_0015955_downsampled,NV,0
ISIC_0031576,NV,0
ISIC_0034219,NV,0
ISIC_0055322,NV,0
ISIC_0061414,NV,0
ISIC_0025563,NV,0
ISIC_0031267,NV,0
ISIC_0029046,NV,0
ISIC_0072432,NV,0
ISIC_0059649,NV,0
ISIC_0026053,NV,0
ISIC_0025443,NV,0
ISIC_0029365,NV,0
ISIC_0064819,NV,0
ISIC_0025300,NV,0
ISIC_0069298,NV,0
ISIC_0028195,NV,0
ISIC_0013026_downsampled,NV,0
ISIC_0024427,NV,0
ISIC_0063150,NV,0
ISIC_0026840,NV,0
ISIC_0015617_downsampled,NV,0
ISIC_0032527,NV,0
ISIC_0030834,NV,0
ISIC_0061792,NV,0
ISIC_0027575,NV,0
ISIC_0028821,NV,0
ISIC_0013120_downsampled,NV,0
ISIC_0064808,NV,0
ISIC_0063835,NV,0
ISIC_0059041,NV,0
ISIC_0032802,NV,0
ISIC_0025836,NV,0
ISIC_0033043,NV,0
ISIC_0027748,NV,0
ISIC_0029430,NV,0
ISIC_0031064,NV,0
ISIC_0028806,NV,0
ISIC_0000226,NV,0
ISIC_0030012,NV,0
ISIC_0015943_downsampled,NV,0
ISIC_0069439,NV,0
ISIC_0059659,NV,0
ISIC_0027255,NV,0
ISIC_0064709,NV,0
ISIC_0032575,NV,0
ISIC_0062913,NV,0
ISIC_0030495,NV,0
ISIC_0012976_downsampled,NV,0
ISIC_0070357,NV,0
ISIC_0068458,NV,0
ISIC_0072443,NV,0
ISIC_0012118_downsampled,NV,0
ISIC_0058998,NV,0
ISIC_0031438,NV,0
ISIC_0066597,NV,0
ISIC_0070291,NV,0
ISIC_0030132,NV,0
ISIC_0025205,NV,0
ISIC_0025615,NV,0
ISIC_0026077,NV,0
ISIC_0028679,NV,0
ISIC_0063949,NV,0
ISIC_0034177,NV,0
ISIC_0025189,NV,0
ISIC_0025375,NV,0
ISIC_0058813,NV,0
ISIC_0033461,NV,0
ISIC_0032928,NV,0
ISIC_0062750,NV,0
ISIC_0067860,NV,0
ISIC_0030400,NV,0
ISIC_0010070,NV,0
ISIC_0026412,NV,0
ISIC_0015976_downsampled,NV,0
ISIC_0030213,NV,0
ISIC_0030557,NV,0
ISIC_0054310,NV,0
ISIC_0063977,NV,0
ISIC_0028019,NV,0
ISIC_0028206,NV,0
ISIC_0028300,NV,0
ISIC_0063755,NV,0
ISIC_0032742,NV,0
ISIC_0061839,NV,0
ISIC_0032650,NV,0
ISIC_0025021,NV,0
ISIC_0073219,NV,0
ISIC_0029920,NV,0
ISIC_0033735,NV,0
ISIC_0027691,NV,0
ISIC_0031473,NV,0
ISIC_0033532,NV,0
ISIC_0031838,NV,0
ISIC_0055114,NV,0
ISIC_0061061,NV,0
ISIC_0000515,NV,0
ISIC_0033080,NV,0
ISIC_0001296_downsampled,NV,0
ISIC_0027247,NV,0
ISIC_0025968,NV,0
ISIC_0032158,NV,0
ISIC_0009968,NV,0
ISIC_0060924,NV,0
ISIC_0025164,NV,0
ISIC_0033451,NV,0
ISIC_0027399,NV,0
ISIC_0030971,NV,0
ISIC_0026933,NV,0
ISIC_0026925,NV,0
ISIC_0071143,NV,0
ISIC_0012657_downsampled,NV,0
ISIC_0031173,NV,0
ISIC_0024591,NV,0
ISIC_0063834,NV,0
ISIC_0014936_downsampled,NV,0
ISIC_0032406,NV,0
ISIC_0032464,NV,0
ISIC_0030431,NV,0
ISIC_0062783,NV,0
ISIC_0066215,NV,0
ISIC_0028754,NV,0
ISIC_0027242,NV,0
ISIC_0058586,NV,0
ISIC_0031144,NV,0
ISIC_0012508_downsampled,NV,0
ISIC_0031116,NV,0
ISIC_0028360,NV,0
ISIC_0068959,NV,0
ISIC_0066831,NV,0
ISIC_0032332,NV,0
ISIC_0028827,NV,0
ISIC_0033290,NV,0
ISIC_0024488,NV,0
ISIC_0033914,NV,0
ISIC_0010599,NV,0
ISIC_0029470,NV,0
ISIC_0027401,NV,0
ISIC_0029949,NV,0
ISIC_0053623,NV,0
ISIC_0030288,NV,0
ISIC_0024377,NV,0
ISIC_0024614,NV,0
ISIC_0031461,NV,0
ISIC_0032542,NV,0
ISIC_0000458,NV,0
ISIC_0028934,NV,0
ISIC_0031462,NV,0
ISIC_0058073,NV,0
ISIC_0071019,NV,0
ISIC_0013792_downsampled,NV,0
ISIC_0029727,NV,0
ISIC_0069608,NV,0
ISIC_0068530,NV,0
ISIC_0026472,NV,0
ISIC_0068224,NV,0
ISIC_0071376,NV,0
ISIC_0033234,NV,0
ISIC_0028353,NV,0
ISIC_0032096,NV,0
ISIC_0028610,NV,0
ISIC_0073133,NV,0
ISIC_0028703,NV,0
ISIC_0025372,NV,0
ISIC_0026821,NV,0
ISIC_0061943,NV,0
ISIC_0055407,NV,0
ISIC_0056404,NV,0
ISIC_0031207,NV,0
ISIC_0025912,NV,0
ISIC_0014853_downsampled,NV,0
ISIC_0004337_downsampled,NV,0
ISIC_0000108_downsampled,NV,0
ISIC_0060539,NV,0
ISIC_0027009,NV,0
ISIC_0013962_downsampled,NV,0
ISIC_0070884,NV,0
ISIC_0025817,NV,0
ISIC_0026507,NV,0
ISIC_0059418,NV,0
ISIC_0060170,NV,0
ISIC_0053788,NV,0
ISIC_0024563,NV,0
ISIC_0062456,NV,0
ISIC_0031656,NV,0
ISIC_0069935,NV,0
ISIC_0054514,NV,0
ISIC_0067290,NV,0
ISIC_0063609,NV,0
ISIC_0068623,NV,0
ISIC_0026534,NV,0
ISIC_0024355,NV,0
ISIC_0063155,NV,0
ISIC_0012804_downsampled,NV,0
ISIC_0026437,NV,0
ISIC_0030287,NV,0
ISIC_0026333,NV,0
ISIC_0030148,NV,0
ISIC_0028574,NV,0
ISIC_0071485,NV,0
ISIC_0055860,NV,0
ISIC_0062294,NV,0
ISIC_0032512,NV,0
ISIC_0063948,NV,0
ISIC_0014851_downsampled,NV,0
ISIC_0031949,NV,0
ISIC_0028975,NV,0
ISIC_0024434,NV,0
ISIC_0033327,NV,0
ISIC_0030388,NV,0
ISIC_0032002,NV,0
ISIC_0028522,NV,0
ISIC_0032054,NV,0
ISIC_0029240,NV,0
ISIC_0066488,NV,0
ISIC_0027268,NV,0
ISIC_0060279,NV,0
ISIC_0057092,NV,0
ISIC_0055996,NV,0
ISIC_0061538,NV,0
ISIC_0067165,NV,0
ISIC_0026415,NV,0
ISIC_0025868,NV,0
ISIC_0072346,NV,0
ISIC_0066870,NV,0
ISIC_0066060,NV,0
ISIC_0025082,NV,0
ISIC_0015176_downsampled,NV,0
ISIC_0028046,NV,0
ISIC_0063495,NV,0
ISIC_0066149,NV,0
ISIC_0027001,NV,0
ISIC_0055461,NV,0
ISIC_0026380,NV,0
ISIC_0028298,NV,0
ISIC_0025862,NV,0
ISIC_0032457,NV,0
ISIC_0016035_downsampled,NV,0
ISIC_0070047,NV,0
ISIC_0062535,NV,0
ISIC_0029475,NV,0
ISIC_0029026,NV,0
ISIC_0030775,NV,0
ISIC_0031274,NV,0
ISIC_0028907,NV,0
ISIC_0031816,NV,0
ISIC_0029312,NV,0
ISIC_0066531,NV,0
ISIC_0014684_downsampled,NV,0
ISIC_0030815,NV,0
ISIC_0028061,NV,0
ISIC_0058180,NV,0
ISIC_0027818,NV,0
ISIC_0069178,NV,0
ISIC_0033288,NV,0
ISIC_0032097,NV,0
ISIC_0030179,NV,0
ISIC_0031514,NV,0
ISIC_0025857,NV,0
ISIC_0030009,NV,0
ISIC_0057743,NV,0
ISIC_0055155,NV,0
ISIC_0025327,NV,0
ISIC_0067775,NV,0
ISIC_0010053,NV,0
ISIC_0014867_downsampled,NV,0
ISIC_0032682,NV,0
ISIC_0026577,NV,0
ISIC_0055634,NV,0
ISIC_0029898,NV,0
ISIC_0009980,NV,0
ISIC_0027926,NV,0
ISIC_0026310,NV,0
ISIC_0032367,NV,0
ISIC_0030093,NV,0
ISIC_0012177_downsampled,NV,0
ISIC_0066998,NV,0
ISIC_0029788,NV,0
ISIC_0013568_downsampled,NV,0
ISIC_0059910,NV,0
ISIC_0015401_downsampled,NV,0
ISIC_0030267,NV,0
ISIC_0028784,NV,0
ISIC_0030236,NV,0
ISIC_0024737,NV,0
ISIC_0031798,NV,0
ISIC_0029948,NV,0
ISIC_0011224,NV,0
ISIC_0068457,NV,0
ISIC_0029154,NV,0
ISIC_0028174,NV,0
ISIC_0013306_downsampled,NV,0
ISIC_0059299,NV,0
ISIC_0026997,NV,0
ISIC_0027003,NV,0
ISIC_0029018,NV,0
ISIC_0063582,NV,0
ISIC_0066211,NV,0
ISIC_0054268,NV,0
ISIC_0029229,NV,0
ISIC_0029494,NV,0
ISIC_0058124,NV,0
ISIC_0030084,NV,0
ISIC_0025916,NV,0
ISIC_0059439,NV,0
ISIC_0009881,NV,0
ISIC_0025298,NV,0
ISIC_0063642,NV,0
ISIC_0029735,NV,0
ISIC_0025106,NV,0
ISIC_0062259,NV,0
ISIC_0066342,NV,0
ISIC_0030892,NV,0
ISIC_0068009,NV,0
ISIC_0030593,NV,0
ISIC_0029368,NV,0
ISIC_0010554,NV,0
ISIC_0026088,NV,0
ISIC_0032083,NV,0
ISIC_0054184,NV,0
ISIC_0032089,NV,0
ISIC_0055035,NV,0
ISIC_0030529,NV,0
ISIC_0028835,NV,0
ISIC_0027614,NV,0
ISIC_0000368,NV,0
ISIC_0034018,NV,0
ISIC_0060649,NV,0
ISIC_0068475,NV,0
ISIC_0025547,NV,0
ISIC_0058829,NV,0
ISIC_0031493,NV,0
ISIC_0024849,NV,0
ISIC_0025511,NV,0
ISIC_0032402,NV,0
ISIC_0027600,NV,0
ISIC_0030702,NV,0
ISIC_0060452,NV,0
ISIC_0031818,NV,0
ISIC_0071552,NV,0
ISIC_0025410,NV,0
ISIC_0030580,NV,0
ISIC_0014697_downsampled,NV,0
ISIC_0072015,NV,0
ISIC_0027248,NV,0
ISIC_0026175,NV,0
ISIC_0000468,NV,0
ISIC_0028981,NV,0
ISIC_0070452,NV,0
ISIC_0058042,NV,0
ISIC_0000275,NV,0
ISIC_0032119,NV,0
ISIC_0068741,NV,0
ISIC_0029614,NV,0
ISIC_0025125,NV,0
ISIC_0002976_downsampled,NV,0
ISIC_0009946,NV,0
ISIC_0028600,NV,0
ISIC_0064044,NV,0
ISIC_0030186,NV,0
ISIC_0014944_downsampled,NV,0
ISIC_0014969_downsampled,NV,0
ISIC_0033919,NV,0
ISIC_0015255_downsampled,NV,0
ISIC_0072774,NV,0
ISIC_0034033,NV,0
ISIC_0013084_downsampled,NV,0
ISIC_0033053,NV,0
ISIC_0070900,NV,0
ISIC_0024837,NV,0
ISIC_0068693,NV,0
ISIC_0007322_downsampled,NV,0
ISIC_0031420,NV,0
ISIC_0012803_downsampled,NV,0
ISIC_0000343,NV,0
ISIC_0014942_downsampled,NV,0
ISIC_0000352,NV,0
ISIC_0070028,NV,0
ISIC_0031855,NV,0
ISIC_0028796,NV,0
ISIC_0062578,NV,0
ISIC_0010341,NV,0
ISIC_0030878,NV,0
ISIC_0026944,NV,0
ISIC_0014708_downsampled,NV,0
ISIC_0056078,NV,0
ISIC_0071966,NV,0
ISIC_0067751,NV,0
ISIC_0030523,NV,0
ISIC_0000329,NV,0
ISIC_0027636,NV,0
ISIC_0073208,NV,0
ISIC_0026482,NV,0
ISIC_0025488,NV,0
ISIC_0028706,NV,0
ISIC_0000113_downsampled,NV,0
ISIC_0055222,NV,0
ISIC_0030625,NV,0
ISIC_0030406,NV,0
ISIC_0060046,NV,0
ISIC_0014785_downsampled,NV,0
ISIC_0067682,NV,0
ISIC_0066270,NV,0
ISIC_0032001,NV,0
ISIC_0054245,NV,0
ISIC_0032026,NV,0
ISIC_0068927,NV,0
ISIC_0056575,NV,0
ISIC_0068466,NV,0
ISIC_0029188,NV,0
ISIC_0028319,NV,0
ISIC_0055443,NV,0
ISIC_0029862,NV,0
ISIC_0031870,NV,0
ISIC_0015980_downsampled,NV,0
ISIC_0033923,NV,0
ISIC_0071593,NV,0
ISIC_0010066,NV,0
ISIC_0012257_downsampled,NV,0
ISIC_0029299,NV,0
ISIC_0072394,NV,0
ISIC_0069226,NV,0
ISIC_0067729,NV,0
ISIC_0029159,NV,0
ISIC_0031190,NV,0
ISIC_0053466,NV,0
ISIC_0014778_downsampled,NV,0
ISIC_0025152,NV,0
ISIC_0000481,NV,0
ISIC_0024878,NV,0
ISIC_0025514,NV,0
ISIC_0011098,NV,0
ISIC_0031841,NV,0
ISIC_0030871,NV,0
ISIC_0031607,NV,0
ISIC_0034282,NV,0
ISIC_0055966,NV,0
ISIC_0059783,NV,0
ISIC_0025983,NV,0
ISIC_0016052_downsampled,NV,0
ISIC_0027923,NV,0
ISIC_0033233,NV,0
ISIC_0000047_downsampled,NV,0
ISIC_0025273,NV,0
ISIC_0030618,NV,0
ISIC_0024610,NV,0
ISIC_0031390,NV,0
ISIC_0031419,NV,0
ISIC_0000386_downsampled,NV,0
ISIC_0009990,NV,0
ISIC_0065603,NV,0
ISIC_0062360,NV,0
ISIC_0032467,NV,0
ISIC_0033667,NV,0
ISIC_0064669,NV,0
ISIC_0000105_downsampled,NV,0
ISIC_0058012,NV,0
ISIC_0030621,NV,0
ISIC_0067796,NV,0
ISIC_0032713,NV,0
ISIC_0026162,NV,0
ISIC_0070003,NV,0
ISIC_0015160_downsampled,NV,0
ISIC_0000227,NV,0
ISIC_0059762,NV,0
ISIC_0030473,NV,0
ISIC_0033941,NV,0
ISIC_0030887,NV,0
ISIC_0032516,NV,0
ISIC_0059990,NV,0
ISIC_0029971,NV,0
ISIC_0032326,NV,0
ISIC_0069830,NV,0
ISIC_0025333,NV,0
ISIC_0028498,NV,0
ISIC_0060469,NV,0
ISIC_0059357,NV,0
ISIC_0069227,NV,0
ISIC_0062430,NV,0
ISIC_0062784,NV,0
ISIC_0011397,NV,0
ISIC_0062748,NV,0
ISIC_0010603,NV,0
ISIC_0011079,NV,0
ISIC_0064565,NV,0
ISIC_0028093,NV,0
ISIC_0024601,NV,0
ISIC_0012233_downsampled,NV,0
ISIC_0065510,NV,0
ISIC_0064227,NV,0
ISIC_0028136,NV,0
ISIC_0031129,NV,0
ISIC_0029903,NV,0
ISIC_0031004,NV,0
ISIC_0031481,NV,0
ISIC_0034195,NV,0
ISIC_0026359,NV,0
ISIC_0029225,NV,0
ISIC_0000408_downsampled,NV,0
ISIC_0028154,NV,0
ISIC_0055611,NV,0
ISIC_0024439,NV,0
ISIC_0032048,NV,0
ISIC_0015140_downsampled,NV,0
ISIC_0000060_downsampled,NV,0
ISIC_0058871,NV,0
ISIC_0025184,NV,0
ISIC_0025522,NV,0
ISIC_0033202,NV,0
ISIC_0053821,NV,0
ISIC_0031813,NV,0
ISIC_0030199,NV,0
ISIC_0066729,NV,0
ISIC_0032962,NV,0
ISIC_0012334_downsampled,NV,0
ISIC_0029708,NV,0
ISIC_0069947,NV,0
ISIC_0028204,NV,0
ISIC_0025739,NV,0
ISIC_0015983_downsampled,NV,0
ISIC_0056135,NV,0
ISIC_0031782,NV,0
ISIC_0026559,NV,0
ISIC_0032760,NV,0
ISIC_0071507,NV,0
ISIC_0027908,NV,0
ISIC_0071194,NV,0
ISIC_0010317,NV,0
ISIC_0071616,NV,0
ISIC_0062943,NV,0
ISIC_0060164,NV,0
ISIC_0060171,NV,0
ISIC_0071564,NV,0
ISIC_0028452,NV,0
ISIC_0016049_downsampled,NV,0
ISIC_0005564_downsampled,NV,0
ISIC_0026601,NV,0
ISIC_0054582,NV,0
ISIC_0027541,NV,0
ISIC_0001385_downsampled,NV,0
ISIC_0015956_downsampled,NV,0
ISIC_0030989,NV,0
ISIC_0028072,NV,0
ISIC_0031806,NV,0
ISIC_0010256,NV,0
ISIC_0063670,NV,0
ISIC_0000425_downsampled,NV,0
ISIC_0030839,NV,0
ISIC_0030691,NV,0
ISIC_0029381,NV,0
ISIC_0015171_downsampled,NV,0
ISIC_0032189,NV,0
ISIC_0028592,NV,0
ISIC_0030663,NV,0
ISIC_0064139,NV,0
ISIC_0060443,NV,0
ISIC_0029298,NV,0
ISIC_0027965,NV,0
ISIC_0064418,NV,0
ISIC_0064249,NV,0
ISIC_0026519,NV,0
ISIC_0058381,NV,0
ISIC_0061737,NV,0
ISIC_0033294,NV,0
ISIC_0032612,NV,0
ISIC_0054508,NV,0
ISIC_0057167,NV,0
ISIC_0009877,NV,0
ISIC_0030050,NV,0
ISIC_0031606,NV,0
ISIC_0068661,NV,0
ISIC_0010220,NV,0
ISIC_0058582,NV,0
ISIC_0071909,NV,0
ISIC_0025091,NV,0
ISIC_0027266,NV,0
ISIC_0034264,NV,0
ISIC_0057444,NV,0
ISIC_0056834,NV,0
ISIC_0062135,NV,0
ISIC_0062790,NV,0
ISIC_0033057,NV,0
ISIC_0028153,NV,0
ISIC_0067790,NV,0
ISIC_0024714,NV,0
ISIC_0029964,NV,0
ISIC_0029073,NV,0
ISIC_0027783,NV,0
ISIC_0032943,NV,0
ISIC_0010088,NV,0
ISIC_0073008,NV,0
ISIC_0065687,NV,0
ISIC_0063962,NV,0
ISIC_0028004,NV,0
ISIC_0031797,NV,0
ISIC_0013689_downsampled,NV,0
ISIC_0025353,NV,0
ISIC_0067412,NV,0
ISIC_0055414,NV,0
ISIC_0025769,NV,0
ISIC_0032459,NV,0
ISIC_0030024,NV,0
ISIC_0011292,NV,0
ISIC_0010848,NV,0
ISIC_0065601,NV,0
ISIC_0030466,NV,0
ISIC_0065251,NV,0
ISIC_0024397,NV,0
ISIC_0060840,NV,0
ISIC_0030626,NV,0
ISIC_0070228,NV,0
ISIC_0008347_downsampled,NV,0
ISIC_0026121,NV,0
ISIC_0016063_downsampled,NV,0
ISIC_0033448,NV,0
ISIC_0066709,NV,0
ISIC_0067937,NV,0
ISIC_0027007,NV,0
ISIC_0026183,NV,0
ISIC_0000488,NV,0
ISIC_0026548,NV,0
ISIC_0026210,NV,0
ISIC_0069857,NV,0
ISIC_0024530,NV,0
ISIC_0030738,NV,0
ISIC_0033590,NV,0
ISIC_0016011_downsampled,NV,0
ISIC_0031594,NV,0
ISIC_0059705,NV,0
ISIC_0000039_downsampled,NV,0
ISIC_0059467,NV,0
ISIC_0027880,NV,0
ISIC_0024809,NV,0
ISIC_0070580,NV,0
ISIC_0056067,NV,0
ISIC_0060940,NV,0
ISIC_0029045,NV,0
ISIC_0011144,NV,0
ISIC_0028939,NV,0
ISIC_0031688,NV,0
ISIC_0029994,NV,0
ISIC_0031859,NV,0
ISIC_0071237,NV,0
ISIC_0016056_downsampled,NV,0
ISIC_0029326,NV,0
ISIC_0030385,NV,0
ISIC_0063326,NV,0
ISIC_0066295,NV,0
ISIC_0014490_downsampled,NV,0
ISIC_0028953,NV,0
ISIC_0032858,NV,0
ISIC_0014929_downsampled,NV,0
ISIC_0055501,NV,0
ISIC_0011114,NV,0
ISIC_0033229,NV,0
ISIC_0029866,NV,0
ISIC_0025037,NV,0
ISIC_0029350,NV,0
ISIC_0028091,NV,0
ISIC_0029814,NV,0
ISIC_0033890,NV,0
ISIC_0026667,NV,0
ISIC_0014949_downsampled,NV,0
ISIC_0024521,NV,0
ISIC_0033164,NV,0
ISIC_0027593,NV,0
ISIC_0024811,NV,0
ISIC_0057713,NV,0
ISIC_0026384,NV,0
ISIC_0030772,NV,0
ISIC_0033519,NV,0
ISIC_0032321,NV,0
ISIC_0064738,NV,0
ISIC_0024926,NV,0
ISIC_0066884,NV,0
ISIC_0009964,NV,0
ISIC_0028668,NV,0
ISIC_0062353,NV,0
ISIC_0025895,NV,0
ISIC_0033016,NV,0
ISIC_0030155,NV,0
ISIC_0027645,NV,0
ISIC_0068699,NV,0
ISIC_0057178,NV,0
ISIC_0067455,NV,0
ISIC_0012246_downsampled,NV,0
ISIC_0029826,NV,0
ISIC_0064160,NV,0
ISIC_0031178,NV,0
ISIC_0059404,NV,0
ISIC_0064791,NV,0
ISIC_0025156,NV,0
ISIC_0034286,NV,0
ISIC_0029373,NV,0
ISIC_0028045,NV,0
ISIC_0071947,NV,0
ISIC_0015607_downsampled,NV,0
ISIC_0028921,NV,0
ISIC_0024944,NV,0
ISIC_0063805,NV,0
ISIC_0031771,NV,0
ISIC_0015944_downsampled,NV,0
ISIC_0026816,NV,0
ISIC_0029921,NV,0
ISIC_0066349,NV,0
ISIC_0016070_downsampled,NV,0
ISIC_0028494,NV,0
ISIC_0062824,NV,0
ISIC_0058956,NV,0
ISIC_0031320,NV,0
ISIC_0010323,NV,0
ISIC_0068205,NV,0
ISIC_0060948,NV,0
ISIC_0067031,NV,0
ISIC_0026364,NV,0
ISIC_0031446,NV,0
ISIC_0060296,NV,0
ISIC_0025586,NV,0
ISIC_0064932,NV,0
ISIC_0063556,NV,0
ISIC_0061649,NV,0
ISIC_0028432,NV,0
ISIC_0024891,NV,0
ISIC_0014248_downsampled,NV,0
ISIC_0065791,NV,0
ISIC_0027123,NV,0
ISIC_0015957_downsampled,NV,0
ISIC_0029728,NV,0
ISIC_0024857,NV,0
ISIC_0067155,NV,0
ISIC_0028261,NV,0
ISIC_0030289,NV,0
ISIC_0012529_downsampled,NV,0
ISIC_0029665,NV,0
ISIC_0026793,NV,0
ISIC_0066458,NV,0
ISIC_0072530,NV,0
ISIC_0000364,NV,0
ISIC_0032485,NV,0
ISIC_0028787,NV,0
ISIC_0031540,NV,0
ISIC_0031655,NV,0
ISIC_0067214,NV,0
ISIC_0067586,NV,0
ISIC_0031612,NV,0
ISIC_0053920,NV,0
ISIC_0067410,NV,0
ISIC_0026763,NV,0
ISIC_0015998_downsampled,NV,0
ISIC_0026293,NV,0
ISIC_0069239,NV,0
ISIC_0061409,NV,0
ISIC_0053754,NV,0
ISIC_0029356,NV,0
ISIC_0032470,NV,0
ISIC_0026894,NV,0
ISIC_0059916,NV,0
ISIC_0031563,NV,0
ISIC_0059252,NV,0
ISIC_0011306,NV,0
ISIC_0011119,NV,0
ISIC_0063179,NV,0
ISIC_0027830,NV,0
ISIC_0033140,NV,0
ISIC_0055341,NV,0
ISIC_0033669,NV,0
ISIC_0065586,NV,0
ISIC_0033760,NV,0
ISIC_0012823_downsampled,NV,0
ISIC_0026373,NV,0
ISIC_0070090,NV,0
ISIC_0033797,NV,0
ISIC_0029467,NV,0
ISIC_0071389,NV,0
ISIC_0032431,NV,0
ISIC_0062419,NV,0
ISIC_0024745,NV,0
ISIC_0027757,NV,0
ISIC_0028290,NV,0
ISIC_0028526,NV,0
ISIC_0031637,NV,0
ISIC_0031341,NV,0
ISIC_0028096,NV,0
ISIC_0034139,NV,0
ISIC_0060286,NV,0
ISIC_0066740,NV,0
ISIC_0072822,NV,0
ISIC_0062873,NV,0
ISIC_0026023,NV,0
ISIC_0028772,NV,0
ISIC_0031917,NV,0
ISIC_0014779_downsampled,NV,0
ISIC_0026982,NV,0
ISIC_0025282,NV,0
ISIC_0024656,NV,0
ISIC_0028194,NV,0
ISIC_0030600,NV,0
ISIC_0055566,NV,0
ISIC_0056029,NV,0
ISIC_0060461,NV,0
ISIC_0063688,NV,0
ISIC_0055043,NV,0
ISIC_0070720,NV,0
ISIC_0056682,NV,0
ISIC_0029695,NV,0
ISIC_0053529,NV,0
ISIC_0056738,NV,0
ISIC_0008879_downsampled,NV,0
ISIC_0027166,NV,0
ISIC_0025602,NV,0
ISIC_0029922,NV,0
ISIC_0030975,NV,0
ISIC_0029168,NV,0
ISIC_0063821,NV,0
ISIC_0030553,NV,0
ISIC_0070469,NV,0
ISIC_0025114,NV,0
ISIC_0069392,NV,0
ISIC_0068610,NV,0
ISIC_0029186,NV,0
ISIC_0067613,NV,0
ISIC_0070736,NV,0
ISIC_0056690,NV,0
ISIC_0010021,NV,0
ISIC_0067002,NV,0
ISIC_0033965,NV,0
ISIC_0014469_downsampled,NV,0
ISIC_0066339,NV,0
ISIC_0011084,NV,0
ISIC_0025094,NV,0
ISIC_0028193,NV,0
ISIC_0058417,NV,0
ISIC_0058340,NV,0
ISIC_0029074,NV,0
ISIC_0063385,NV,0
ISIC_0053464,NV,0
ISIC_0055533,NV,0
ISIC_0072106,NV,0
ISIC_0033266,NV,0
ISIC_0064602,NV,0
ISIC_0029842,NV,0
ISIC_0011229,NV,0
ISIC_0029348,NV,0
ISIC_0069189,NV,0
ISIC_0029219,NV,0
ISIC_0068652,NV,0
ISIC_0068100,NV,0
ISIC_0012967_downsampled,NV,0
ISIC_0069554,NV,0
ISIC_0024855,NV,0
ISIC_0053760,NV,0
ISIC_0058729,NV,0
ISIC_0025571,NV,0
ISIC_0025080,NV,0
ISIC_0065158,NV,0
